Brand,Model,Body_Type,Variant_Tier,Year,Engine_Size,Battery_kWh,Fuel_Type,Transmission,Mileage,Seats,Owner_Count,Price
Tata,Punch,SUV,Mid,2024,1.2,0.0,Petrol,Manual,16189,5,1,755000
Hyundai,Tucson,SUV,Base,2018,2.0,0.0,Diesel,Automatic,136994,5,1,1000000
Hyundai,Venue,SUV,Mid,2019,1.0,0.0,Petrol,iMT,66165,5,3,625000
Renault,Triber,MPV,Mid,2023,1.0,0.0,Petrol,AMT,33299,7,1,595000
Kia,Seltos,SUV,Base,2020,1.5,0.0,Diesel,Manual,78270,5,2,830000
Toyota,Yaris,Sedan,Top,2018,1.5,0.0,Petrol,CVT,71518,5,1,575000
Honda,City,Sedan,Top,2017,1.5,0.0,Petrol,CVT,43534,5,1,725000
BMW,5 Series,Sedan,Mid,2025,2.0,0.0,Petrol,Automatic,39030,5,1,6155000
BMW,3 Series,Sedan,Top,2024,2.0,0.0,Petrol,Automatic,13996,5,1,4830000
Tata,Punch,SUV,Mid,2025,1.2,0.0,Petrol,AMT,13935,5,1,800000
Kia,Seltos,SUV,Base,2020,1.5,0.0,Petrol,Manual,95580,5,1,690000
Ford,EcoSport,SUV,Mid,2021,1.5,0.0,Diesel,Manual,62585,5,1,790000
BMW,X1,SUV,Mid,2025,1.5,0.0,Petrol,Automatic,9376,5,1,4210000
Maruti Suzuki,Wagon R,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,9888,5,2,630000
Land Rover,Range Rover Evoque,SUV,Base,2020,2.0,0.0,Petrol,Automatic,72355,5,1,2795000
Tata,Punch,SUV,Base,2024,1.2,0.0,Petrol,AMT,19260,5,1,695000
Mahindra,Bolero,SUV,Mid,2025,1.5,0.0,Diesel,Manual,33019,7,1,930000
Hyundai,Venue,SUV,Base,2019,1.2,0.0,Petrol,Manual,56488,5,1,475000
Hyundai,i20,Hatchback,Top,2022,1.2,0.0,Petrol,Manual,22396,5,2,750000
Skoda,Superb,Sedan,Top,2021,2.0,0.0,Diesel,Automatic,99977,5,1,2600000
Tata,Tiago,Hatchback,Top,2021,1.2,0.0,CNG,Manual,85840,5,1,480000
Maruti Suzuki,Brezza,SUV,Mid,2017,1.3,0.0,Diesel,Manual,250000,5,2,295000
Mahindra,Scorpio N,SUV,Mid,2022,2.0,0.0,Petrol,Automatic,36232,7,1,1565000
Maruti Suzuki,Dzire,Sedan,Top,2023,1.2,0.0,Petrol,AMT,31766,5,1,715000
Honda,Elevate,SUV,Base,2025,1.5,0.0,Petrol,CVT,9165,5,2,1150000
Mahindra,Bolero,SUV,Mid,2019,2.5,0.0,Diesel,Manual,58254,7,1,600000
Mahindra,XUV700,SUV,Mid,2024,2.2,0.0,Diesel,Manual,27407,7,1,2025000
Maruti Suzuki,Dzire,Sedan,Mid,2024,1.2,0.0,Petrol,Manual,11817,5,1,720000
Maruti Suzuki,Swift,Hatchback,Mid,2020,1.3,0.0,Diesel,Manual,101736,5,1,480000
Maruti Suzuki,XL6,MPV,Mid,2024,1.5,0.0,Petrol,Manual,20426,6,1,1085000
Mahindra,Scorpio Classic,SUV,Top,2022,2.2,0.0,Diesel,Manual,43751,7,3,1065000
MG,Gloster,SUV,Top,2025,2.0,0.0,Diesel,Automatic,14257,7,1,4535000
Kia,Sonet,SUV,Base,2022,1.0,0.0,Petrol,iMT,24788,5,1,760000
Tata,Harrier,SUV,Top,2022,2.0,0.0,Diesel,Manual,55356,5,1,1880000
Hyundai,i20,Hatchback,Base,2020,1.5,0.0,Diesel,Manual,173859,5,1,420000
Maruti Suzuki,Swift,Hatchback,Mid,2023,1.2,0.0,Petrol,AMT,34809,5,1,680000
Nissan,Micra,Hatchback,Top,2020,1.2,0.0,Petrol,Manual,65034,5,1,285000
Honda,CR-V,SUV,Mid,2020,2.0,0.0,Petrol,Automatic,110368,5,1,1280000
Maruti Suzuki,Swift,Hatchback,Base,2021,1.2,0.0,Petrol,Manual,23836,5,2,490000
Toyota,Innova Crysta,MPV,Top,2022,2.4,0.0,Diesel,Manual,77618,7,1,2485000
Tata,Tigor,Sedan,Base,2019,1.2,0.0,Petrol,Manual,78422,5,1,305000
Hyundai,Aura,Sedan,Base,2024,1.2,0.0,Petrol,AMT,22983,5,1,675000
Maruti Suzuki,Alto 800,Hatchback,Base,2022,0.8,0.0,Petrol,Manual,38925,5,1,240000
Mahindra,XUV300,SUV,Base,2024,1.2,0.0,Petrol,AMT,24402,5,1,850000
Maruti Suzuki,Celerio,Hatchback,Mid,2016,1.0,0.0,Petrol,AMT,68018,5,1,235000
Hyundai,Alcazar,SUV,Mid,2021,1.5,0.0,Diesel,Manual,62748,6,2,1515000
Volkswagen,Polo,Hatchback,Mid,2022,1.0,0.0,Petrol,Manual,19130,5,1,765000
Jaguar,XF,Sedan,Mid,2021,2.0,0.0,Diesel,Automatic,71655,5,1,3010000
Hyundai,Creta,SUV,Mid,2015,1.6,0.0,Petrol,Automatic,108909,5,2,425000
Maruti Suzuki,Alto K10,Hatchback,Base,2021,1.0,0.0,Petrol,Manual,36098,5,1,280000
Honda,City,Sedan,Mid,2025,1.5,0.0,Petrol,Manual,9699,5,1,1285000
Maruti Suzuki,Jimny,SUV,Base,2024,1.5,0.0,Petrol,Manual,16019,4,1,1355000
Nissan,Sunny,Sedan,Mid,2019,1.5,0.0,Diesel,Manual,155486,5,1,330000
Tata,Nexon,SUV,Base,2019,1.5,0.0,Diesel,AMT,188948,5,1,430000
Hyundai,Creta,SUV,Base,2024,1.5,0.0,Diesel,Manual,37750,5,2,1060000
Kia,Seltos,SUV,Base,2021,1.5,0.0,Diesel,Manual,51496,5,1,960000
Hyundai,i20,Hatchback,Top,2023,1.2,0.0,Petrol,Manual,29460,5,1,875000
Toyota,Corolla Altis,Sedan,Mid,2018,1.8,0.0,Petrol,CVT,95072,5,1,810000
MG,Hector Plus,SUV,Base,2023,1.5,0.0,Petrol,Manual,37068,7,1,1205000
Maruti Suzuki,Brezza,SUV,Mid,2017,1.5,0.0,Petrol,Manual,59405,5,1,535000
Hyundai,Grand i10 Nios,Hatchback,Top,2024,1.2,0.0,CNG,Manual,47757,5,1,715000
Nissan,Magnite,SUV,Mid,2022,1.0,0.0,Petrol,AMT,18988,5,2,550000
Honda,Jazz,Hatchback,Base,2020,1.2,0.0,Petrol,CVT,93022,5,1,440000
Hyundai,Aura,Sedan,Mid,2021,1.2,0.0,CNG,Manual,85916,5,2,550000
Maruti Suzuki,S-Presso,Hatchback,Top,2024,1.0,0.0,Petrol,AMT,41136,5,1,460000
Hyundai,Venue,SUV,Mid,2021,1.0,0.0,Petrol,DCT,47777,5,1,850000
Honda,CR-V,SUV,Base,2019,2.0,0.0,Petrol,Automatic,66914,5,1,1135000
Hyundai,Creta,SUV,Mid,2024,1.5,0.0,Petrol,IVT,19144,5,1,1490000
Maruti Suzuki,Eeco,MPV,Top,2015,1.2,0.0,Petrol,Manual,144117,5,2,215000
Hyundai,Verna,Sedan,Mid,2026,1.5,0.0,Petrol,Manual,2329,5,1,1160000
Mahindra,Marazzo,MPV,Top,2023,1.5,0.0,Diesel,Manual,35965,7,1,1110000
Nissan,Micra,Hatchback,Base,2017,1.2,0.0,Petrol,Manual,137827,5,1,150000
Tata,Tiago,Hatchback,Base,2019,1.2,0.0,Petrol,Manual,40160,5,3,280000
Tata,Tiago,Hatchback,Top,2017,1.2,0.0,Petrol,AMT,53303,5,2,310000
Skoda,Slavia,Sedan,Mid,2024,1.0,0.0,Petrol,Automatic,20125,5,1,1435000
Maruti Suzuki,Baleno,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,57663,5,2,360000
Hyundai,Grand i10,Hatchback,Top,2019,1.2,0.0,Petrol,Manual,84495,5,3,305000
Maruti Suzuki,Celerio,Hatchback,Mid,2024,1.0,0.0,Petrol,AMT,25712,5,1,505000
Hyundai,Verna,Sedan,Mid,2016,1.6,0.0,Diesel,Manual,150976,5,1,390000
Jaguar,XF,Sedan,Mid,2021,2.0,0.0,Diesel,Automatic,95473,5,2,2670000
Hyundai,i20,Hatchback,Mid,2019,1.4,0.0,Diesel,Manual,118422,5,3,395000
Renault,Kwid,Hatchback,Base,2024,0.8,0.0,Petrol,Manual,17957,5,1,460000
Maruti Suzuki,Wagon R,Hatchback,Top,2026,1.2,0.0,Petrol,AMT,2933,5,1,755000
Honda,Amaze,Sedan,Top,2026,1.2,0.0,Petrol,Manual,2243,5,1,850000
Hyundai,Verna,Sedan,Mid,2018,1.6,0.0,Petrol,Manual,50802,5,1,550000
Maruti Suzuki,Brezza,SUV,Mid,2018,1.5,0.0,Petrol,Manual,82415,5,1,550000
Hyundai,Creta,SUV,Base,2017,1.6,0.0,Diesel,Manual,121980,5,2,450000
Tata,Tiago,Hatchback,Mid,2020,1.2,0.0,Petrol,Manual,41113,5,2,385000
Honda,City,Sedan,Base,2024,1.5,0.0,Petrol,CVT,25698,5,1,995000
Volkswagen,Tiguan,SUV,Base,2019,2.0,0.0,Diesel,DCT,120183,5,1,1475000
Ford,Aspire,Sedan,Base,2021,1.5,0.0,Diesel,Manual,97630,5,2,430000
Honda,City,Sedan,Mid,2022,1.5,0.0,Petrol,Manual,47243,5,2,830000
Mercedes-Benz,GLA,SUV,Base,2022,1.3,0.0,Petrol,Automatic,22488,5,1,3215000
Maruti Suzuki,Wagon R,Hatchback,Top,2022,1.0,0.0,Petrol,Manual,61027,5,2,495000
Maruti Suzuki,Jimny,SUV,Mid,2024,1.5,0.0,Petrol,Manual,18556,4,1,1465000
Hyundai,Venue,SUV,Base,2020,1.4,0.0,Diesel,Manual,113570,5,1,530000
Mahindra,Bolero,SUV,Top,2019,2.5,0.0,Diesel,Manual,93701,7,1,560000
Toyota,Innova HyCross,MPV,Base,2025,2.0,0.0,Petrol Hybrid,e-CVT,10562,7,1,2370000
Mahindra,Thar,SUV,Mid,2021,2.0,0.0,Petrol,Automatic,70016,4,1,1110000
Ford,EcoSport,SUV,Base,2019,1.0,0.0,Petrol,Manual,44711,5,1,545000
Maruti Suzuki,Eeco,MPV,Mid,2016,1.2,0.0,CNG,Manual,77861,5,2,275000
Skoda,Slavia,Sedan,Base,2024,1.0,0.0,Petrol,Automatic,22156,5,1,1215000
Toyota,Camry,Sedan,Top,2023,2.5,0.0,Petrol Hybrid,e-CVT,29325,5,1,3625000
Honda,City,Sedan,Mid,2025,1.5,0.0,Petrol,CVT,6830,5,1,1350000
Hyundai,Grand i10,Hatchback,Base,2018,1.2,0.0,Petrol,Manual,62847,5,1,265000
Hyundai,Grand i10 Nios,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,67096,5,1,455000
Hyundai,Creta,SUV,Mid,2021,1.5,0.0,Petrol,Manual,53332,5,2,985000
Kia,Seltos,SUV,Base,2021,1.4,0.0,Petrol,DCT,55166,5,2,1015000
Honda,City,Sedan,Mid,2021,1.5,0.0,Petrol,CVT,77153,5,1,740000
Maruti Suzuki,Baleno,Hatchback,Base,2015,1.3,0.0,Diesel,Manual,98121,5,1,310000
Kia,Seltos,SUV,Mid,2020,1.5,0.0,Diesel,Manual,62139,5,1,1195000
Tata,Tiago,Hatchback,Base,2023,1.2,0.0,Petrol,Manual,36649,5,1,380000
Audi,Q5,SUV,Base,2020,2.0,0.0,Diesel,Automatic,102614,5,2,2535000
Toyota,Innova Crysta,MPV,Mid,2020,2.7,0.0,Petrol,Manual,37223,7,1,1800000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,CNG,Manual,108008,5,1,415000
Honda,City,Sedan,Mid,2021,1.5,0.0,Petrol,Manual,94344,5,1,770000
Tata,Tigor,Sedan,Top,2024,1.2,0.0,Petrol,Manual,25758,5,2,670000
Hyundai,Tucson,SUV,Base,2018,2.0,0.0,Petrol,Automatic,64308,5,1,1175000
Maruti Suzuki,Dzire,Sedan,Mid,2022,1.2,0.0,Petrol,Manual,52624,5,2,535000
Mercedes-Benz,GLC,SUV,Top,2025,2.0,0.0,Petrol,Automatic,9213,5,1,6975000
Tata,Nexon,SUV,Mid,2022,1.2,0.0,Petrol,AMT,49821,5,1,875000
Mahindra,Scorpio Classic,SUV,Mid,2024,2.2,0.0,Diesel,Manual,21130,7,1,1250000
Honda,City,Sedan,Base,2022,1.5,0.0,Petrol,CVT,84027,5,1,885000
Tata,Nexon,SUV,Mid,2019,1.2,0.0,Petrol,Manual,49708,5,1,585000
Maruti Suzuki,Dzire,Sedan,Mid,2018,1.2,0.0,Petrol,Manual,43804,5,1,430000
Hyundai,i20,Hatchback,Mid,2017,1.2,0.0,Petrol,Manual,230359,5,1,280000
Maruti Suzuki,Dzire,Sedan,Base,2017,1.2,0.0,Petrol,Manual,122679,5,1,320000
Maruti Suzuki,Dzire,Sedan,Base,2018,1.2,0.0,Petrol,Manual,85359,5,2,370000
Maruti Suzuki,Alto K10,Hatchback,Top,2021,1.0,0.0,Petrol,AMT,50294,5,1,385000
Tata,Safari Storme,SUV,Base,2018,2.2,0.0,Diesel,Manual,116929,7,1,405000
Maruti Suzuki,S-Cross,SUV,Top,2022,1.5,0.0,Petrol,Automatic,24066,5,2,1085000
Volkswagen,Ameo,Sedan,Mid,2019,1.5,0.0,Diesel,Manual,86242,5,3,340000
Ford,Aspire,Sedan,Top,2020,1.5,0.0,Petrol,Automatic,101937,5,1,465000
Maruti Suzuki,Baleno,Hatchback,Mid,2021,1.2,0.0,Petrol,AMT,40000,5,1,675000
Tata,Nexon,SUV,Top,2018,1.2,0.0,Petrol,Manual,172289,5,1,490000
Honda,Amaze,Sedan,Mid,2026,1.2,0.0,Petrol,Manual,901,5,1,810000
MG,Hector,SUV,Base,2024,2.0,0.0,Diesel,Manual,42836,5,1,1420000
Honda,City,Sedan,Mid,2023,1.5,0.0,Petrol,Manual,32256,5,1,945000
Hyundai,Creta,SUV,Top,2019,1.6,0.0,Diesel,Manual,150976,5,2,870000
Hyundai,Santro,Hatchback,Mid,2019,1.1,0.0,Petrol,AMT,68967,5,3,300000
Ford,Aspire,Sedan,Base,2018,1.5,0.0,Diesel,Manual,176239,5,2,230000
Maruti Suzuki,S-Cross,SUV,Mid,2021,1.5,0.0,Petrol,Automatic,53464,5,2,670000
Volkswagen,Vento,Sedan,Top,2019,1.6,0.0,Petrol,Manual,95598,5,3,515000
Maruti Suzuki,Ciaz,Sedan,Mid,2020,1.5,0.0,Diesel,Manual,95254,5,2,565000
Mahindra,TUV300,SUV,Mid,2019,1.5,0.0,Diesel,Manual,108653,7,1,495000
Honda,Amaze,Sedan,Base,2022,1.2,0.0,Petrol,CVT,22110,5,1,565000
Maruti Suzuki,Swift,Hatchback,Top,2022,1.2,0.0,Petrol,Manual,40627,5,2,615000
Maruti Suzuki,Dzire,Sedan,Mid,2018,1.2,0.0,Petrol,Manual,61650,5,2,340000
Maruti Suzuki,Eeco,MPV,Top,2020,1.2,0.0,CNG,Manual,60259,5,1,465000
Kia,Seltos,SUV,Mid,2023,1.5,0.0,Petrol,Manual,45057,5,1,1210000
Tata,Nexon,SUV,Base,2024,1.2,0.0,Petrol,AMT,17981,5,1,1030000
Maruti Suzuki,Brezza,SUV,Top,2020,1.5,0.0,Petrol,Manual,41700,5,1,780000
Honda,City,Sedan,Mid,2020,1.5,0.0,Petrol,Manual,90862,5,2,645000
Maruti Suzuki,Swift,Hatchback,Top,2020,1.3,0.0,Diesel,Manual,111994,5,1,535000
Tata,Nexon,SUV,Top,2020,1.5,0.0,Diesel,Manual,130399,5,1,805000
Kia,Carnival,MPV,Top,2022,2.2,0.0,Diesel,Automatic,73156,7,1,3075000
Nissan,Terrano,SUV,Base,2018,1.5,0.0,Diesel,AMT,224411,5,2,290000
Nissan,Magnite,SUV,Top,2022,1.0,0.0,Petrol,Manual,44242,5,2,660000
Hyundai,i20,Hatchback,Top,2022,1.2,0.0,Petrol,IVT,27777,5,1,925000
Maruti Suzuki,XL6,MPV,Top,2021,1.5,0.0,Petrol,Manual,61322,6,1,925000
Ford,EcoSport,SUV,Mid,2019,1.0,0.0,Petrol,Manual,71239,5,4,455000
Maruti Suzuki,Dzire,Sedan,Top,2024,1.2,0.0,Petrol,AMT,18443,5,1,1095000
Maruti Suzuki,Wagon R,Hatchback,Top,2018,1.0,0.0,Petrol,Manual,67217,5,1,355000
Hyundai,Grand i10 Nios,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,16613,5,1,680000
Kia,Seltos,SUV,Top,2020,1.5,0.0,Petrol,CVT,60157,5,2,1155000
Tata,Altroz,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,7119,5,1,990000
Mercedes-Benz,GLE,SUV,Base,2017,3.0,0.0,Diesel,Automatic,250000,5,1,1945000
Hyundai,Verna,Sedan,Mid,2022,1.5,0.0,Petrol,IVT,56077,5,1,840000
Maruti Suzuki,Jimny,SUV,Mid,2024,1.5,0.0,Petrol,Manual,17470,4,1,1460000
Hyundai,Creta,SUV,Mid,2019,1.6,0.0,Petrol,Manual,96690,5,3,545000
Kia,Sonet,SUV,Mid,2023,1.0,0.0,Petrol,DCT,26834,5,1,1160000
Maruti Suzuki,Brezza,SUV,Base,2023,1.5,0.0,Petrol,Automatic,22680,5,1,925000
Audi,Q3,SUV,Top,2024,2.0,0.0,Petrol,Automatic,23746,5,1,3610000
Toyota,Urban Cruiser Hyryder,SUV,Base,2022,1.5,0.0,Petrol,Manual,28697,5,1,990000
Kia,Sonet,SUV,Base,2024,1.2,0.0,Petrol,Manual,23097,5,1,820000
Volkswagen,Vento,Sedan,Base,2018,1.6,0.0,Petrol,Manual,54453,5,1,385000
Honda,City,Sedan,Mid,2021,1.5,0.0,Petrol,CVT,53603,5,1,980000
Tata,Harrier,SUV,Base,2019,2.0,0.0,Diesel,Automatic,108843,5,1,975000
Hyundai,Verna,Sedan,Base,2024,1.5,0.0,Petrol,Manual,24341,5,1,955000
Skoda,Kushaq,SUV,Mid,2023,1.5,0.0,Petrol,DCT,22224,5,1,1530000
Volkswagen,Polo,Hatchback,Mid,2021,1.0,0.0,Petrol,Manual,59115,5,1,600000
Mahindra,Thar,SUV,Mid,2020,2.2,0.0,Diesel,Manual,59163,4,1,1075000
Maruti Suzuki,Brezza,SUV,Mid,2024,1.5,0.0,Petrol,Automatic,29966,5,1,1085000
Mercedes-Benz,A-Class Limousine,Sedan,Top,2022,2.0,0.0,Diesel,Automatic,85242,5,1,3605000
Audi,Q3,SUV,Mid,2023,2.0,0.0,Petrol,Automatic,34404,5,1,2970000
Mahindra,XUV300,SUV,Mid,2023,1.2,0.0,Petrol,Manual,35234,5,1,850000
Mercedes-Benz,GLC,SUV,Mid,2018,2.0,0.0,Diesel,Automatic,72584,5,1,2550000
Toyota,Etios Liva,Hatchback,Mid,2020,1.4,0.0,Diesel,Manual,57918,5,1,405000
Hyundai,Creta,SUV,Top,2018,1.4,0.0,Diesel,Manual,69957,5,1,760000
Honda,Jazz,Hatchback,Base,2015,1.2,0.0,Petrol,Manual,57473,5,1,310000
Maruti Suzuki,Celerio,Hatchback,Top,2021,1.0,0.0,Petrol,AMT,46510,5,2,450000
Toyota,Fortuner,SUV,Top,2020,2.8,0.0,Diesel,Automatic,48687,7,1,4015000
Tata,Tiago,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,14516,5,1,560000
Maruti Suzuki,Swift,Hatchback,Top,2023,1.2,0.0,Petrol,Manual,30262,5,1,660000
Maruti Suzuki,XL6,MPV,Mid,2022,1.5,0.0,Petrol,Automatic,38228,6,1,1020000
Tata,Nexon,SUV,Mid,2022,1.5,0.0,Diesel,Manual,50085,5,2,945000
Kia,Carnival,MPV,Mid,2023,2.2,0.0,Diesel,Automatic,52885,7,1,2765000
Mercedes-Benz,GLC,SUV,Base,2023,2.0,0.0,Petrol,Automatic,29825,5,1,4370000
Maruti Suzuki,XL6,MPV,Base,2020,1.5,0.0,Petrol,Automatic,43623,6,2,755000
Volkswagen,Virtus,Sedan,Base,2023,1.0,0.0,Petrol,Manual,37978,5,1,1055000
Maruti Suzuki,Baleno,Hatchback,Mid,2022,1.2,0.0,Petrol,Manual,59218,5,1,620000
Maruti Suzuki,Dzire,Sedan,Top,2020,1.2,0.0,CNG,Manual,45495,5,1,685000
Tata,Nexon,SUV,Mid,2024,1.2,0.0,Petrol,Manual,26905,5,2,1045000
Honda,Amaze,Sedan,Mid,2020,1.2,0.0,Petrol,Manual,60765,5,1,455000
Kia,Carnival,MPV,Base,2025,2.2,0.0,Diesel,Automatic,18634,7,1,2860000
Maruti Suzuki,Eeco,MPV,Base,2021,1.2,0.0,Petrol,Manual,17733,5,1,370000
Maruti Suzuki,Brezza,SUV,Mid,2022,1.5,0.0,Petrol,Manual,48308,5,1,880000
Toyota,Fortuner,SUV,Base,2020,2.8,0.0,Diesel,Automatic,114373,7,1,3065000
Maruti Suzuki,Swift,Hatchback,Base,2024,1.2,0.0,Petrol,Manual,20301,5,1,590000
Maruti Suzuki,Eeco,MPV,Mid,2017,1.2,0.0,Petrol,Manual,70838,5,3,215000
Maruti Suzuki,Baleno,Hatchback,Base,2021,1.2,0.0,Petrol,Manual,52795,5,2,510000
Hyundai,Aura,Sedan,Mid,2025,1.2,0.0,Petrol,Manual,21266,5,1,715000
Kia,Seltos,SUV,Base,2022,1.5,0.0,Petrol,Manual,45603,5,1,1005000
Maruti Suzuki,Swift,Hatchback,Top,2026,1.2,0.0,Petrol,Manual,1844,5,1,870000
Mahindra,Scorpio N,SUV,Base,2023,2.2,0.0,Diesel,Manual,103648,7,1,1230000
Mahindra,Bolero,SUV,Mid,2020,1.5,0.0,Diesel,Manual,105642,7,1,575000
Toyota,Innova Crysta,MPV,Top,2024,2.4,0.0,Diesel,Automatic,16767,7,1,3320000
Honda,City,Sedan,Top,2023,1.5,0.0,Petrol,CVT,33787,5,1,1285000
Tata,Tiago,Hatchback,Base,2023,1.2,0.0,Petrol,Manual,20271,5,2,470000
Renault,Kwid,Hatchback,Top,2020,1.0,0.0,Petrol,AMT,65608,5,1,370000
Maruti Suzuki,Baleno,Hatchback,Mid,2020,1.2,0.0,Petrol,Manual,41149,5,2,560000
Skoda,Kushaq,SUV,Top,2026,1.5,0.0,Petrol,DCT,2057,5,1,2280000
Maruti Suzuki,Wagon R,Hatchback,Base,2019,1.0,0.0,Petrol,AMT,47541,5,1,355000
Honda,City,Sedan,Mid,2022,1.5,0.0,Petrol,CVT,41419,5,1,1120000
Toyota,Urban Cruiser Hyryder,SUV,Base,2022,1.5,0.0,Petrol,Automatic,17901,5,1,1045000
Maruti Suzuki,Ciaz,Sedan,Mid,2023,1.5,0.0,Petrol,Manual,41469,5,2,730000
Maruti Suzuki,Swift,Hatchback,Mid,2017,1.2,0.0,Petrol,Manual,34278,5,1,370000
Maruti Suzuki,Wagon R,Hatchback,Base,2023,1.2,0.0,Petrol,AMT,82375,5,1,465000
Maruti Suzuki,S-Presso,Hatchback,Mid,2024,1.0,0.0,Petrol,AMT,18094,5,1,480000
Mahindra,Thar,SUV,Base,2023,2.0,0.0,Petrol,Automatic,18035,4,1,1355000
Maruti Suzuki,Baleno,Hatchback,Top,2017,1.2,0.0,Petrol,Manual,78140,5,1,435000
Skoda,Kushaq,SUV,Base,2021,1.0,0.0,Petrol,Manual,44934,5,1,930000
Ford,EcoSport,SUV,Top,2021,1.5,0.0,Petrol,Manual,40689,5,1,755000
Maruti Suzuki,Invicto,MPV,Mid,2025,2.0,0.0,Petrol Hybrid,e-CVT,14322,7,1,2665000
Maruti Suzuki,Baleno,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,66549,5,1,435000
Hyundai,Creta,SUV,Base,2025,1.5,0.0,Petrol,IVT,12056,5,1,1195000
Renault,Kiger,SUV,Mid,2025,1.0,0.0,Petrol,AMT,7802,5,1,855000
Hyundai,Creta,SUV,Mid,2023,1.4,0.0,Petrol,DCT,54111,5,1,1360000
Maruti Suzuki,Swift,Hatchback,Base,2023,1.2,0.0,Petrol,Manual,21761,5,3,420000
Mercedes-Benz,GLC,SUV,Base,2021,2.0,0.0,Petrol,Automatic,36617,5,2,3785000
Honda,Civic,Sedan,Top,2021,1.8,0.0,Petrol,CVT,90899,5,1,1500000
Hyundai,i20,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,30758,5,2,770000
Nissan,Terrano,SUV,Mid,2019,1.5,0.0,Diesel,AMT,69057,5,1,545000
MG,Astor,SUV,Mid,2025,1.3,0.0,Petrol,Automatic,8439,5,1,1550000
Honda,Elevate,SUV,Mid,2025,1.5,0.0,Petrol,CVT,22536,5,1,1160000
Hyundai,Grand i10 Nios,Hatchback,Top,2021,1.2,0.0,Petrol,Manual,37793,5,1,605000
Honda,City,Sedan,Base,2022,1.5,0.0,Petrol,Manual,30062,5,1,845000
Maruti Suzuki,Brezza,SUV,Base,2024,1.5,0.0,Petrol,Manual,14162,5,1,715000
Honda,City,Sedan,Mid,2021,1.5,0.0,Petrol,CVT,43968,5,1,955000
Maruti Suzuki,Ertiga,MPV,Top,2017,1.5,0.0,Petrol,Manual,91400,7,2,425000
Mahindra,XUV300,SUV,Mid,2024,1.2,0.0,Petrol,AMT,19666,5,1,930000
Kia,Seltos,SUV,Mid,2020,1.5,0.0,Diesel,Manual,183047,5,1,715000
BMW,X5,SUV,Base,2025,3.0,0.0,Petrol,Automatic,16665,5,1,7215000
Volkswagen,Virtus,Sedan,Base,2024,1.0,0.0,Petrol,Automatic,42956,5,1,1175000
Maruti Suzuki,Swift,Hatchback,Base,2015,1.3,0.0,Diesel,Manual,225773,5,1,205000
Maruti Suzuki,Brezza,SUV,Base,2022,1.5,0.0,Petrol,Automatic,61454,5,2,655000
Toyota,Innova Crysta,MPV,Base,2021,2.4,0.0,Diesel,Manual,45438,7,2,1630000
Maruti Suzuki,XL6,MPV,Mid,2023,1.5,0.0,Petrol,Automatic,23625,6,1,1250000
Maruti Suzuki,Alto K10,Hatchback,Base,2017,1.0,0.0,Petrol,Manual,62348,5,1,200000
Tata,Safari,SUV,Mid,2025,2.0,0.0,Diesel,Manual,7185,7,1,1875000
Hyundai,Verna,Sedan,Base,2021,1.5,0.0,Petrol,Manual,54212,5,2,735000
Maruti Suzuki,Wagon R,Hatchback,Top,2021,1.0,0.0,Petrol,Manual,87086,5,1,465000
Toyota,Glanza,Hatchback,Top,2024,1.2,0.0,Petrol,Manual,23207,5,1,835000
Mercedes-Benz,E-Class,Sedan,Base,2019,2.0,0.0,Diesel,Automatic,67265,5,1,3100000
Tata,Tigor,Sedan,Base,2022,1.2,0.0,Petrol,Manual,25973,5,3,425000
Maruti Suzuki,Baleno,Hatchback,Top,2018,1.2,0.0,Petrol,Manual,127729,5,2,380000
Toyota,Urban Cruiser Hyryder,SUV,Mid,2023,1.5,0.0,Petrol Hybrid,e-CVT,50930,5,2,1410000
Ford,Figo,Hatchback,Base,2020,1.5,0.0,Diesel,Manual,93152,5,2,295000
Maruti Suzuki,Wagon R,Hatchback,Top,2015,1.0,0.0,Petrol,Manual,153428,5,3,180000
Mahindra,XUV700,SUV,Base,2025,2.2,0.0,Diesel,Manual,25170,7,1,1905000
Tata,Nexon,SUV,Base,2022,1.2,0.0,Petrol,Manual,31183,5,1,685000
Tata,Punch,SUV,Base,2024,1.2,0.0,Petrol,AMT,20569,5,1,655000
Maruti Suzuki,Dzire,Sedan,Top,2025,1.2,0.0,Petrol,Manual,8765,5,1,990000
Ford,Endeavour,SUV,Mid,2020,2.2,0.0,Diesel,Automatic,74454,7,2,2220000
Hyundai,Exter,SUV,Mid,2024,1.2,0.0,Petrol,Manual,33502,5,1,615000
Maruti Suzuki,Celerio,Hatchback,Base,2024,1.0,0.0,Petrol,AMT,28517,5,1,430000
Maruti Suzuki,Wagon R,Hatchback,Base,2025,1.2,0.0,Petrol,Manual,16290,5,1,535000
